sabata	sabat'a
sovaĝecon	sovaĝ'ec'o'n
sovaĝejo	sovaĝ'ej'o
sovaĝejoj	sovaĝ'ej'o'j
sovaĝejon	sovaĝ'ej'o'n
sovaĝiĝinta	sovaĝ'iĝ'int'a
sovaĝiĝintaj	sovaĝ'iĝ'int'a'j
sovaĝulo	sovaĝ'ul'o
sovaĝuloj	sovaĝ'ul'o'j
soveta	sovet'a
sovetaj	sovet'a'j
sovetajn	sovet'a'j'n
sovetan	sovet'a'n
soveto	sovet'o
sovetoj	sovet'o'j
sovetarmeo	sovet'arme'o
soveterao	sovet'era'o
sovetia	sovet'i'a
sovetiaj	sovet'i'a'j
sovetiajn	sovet'i'a'j'n
sovetian	sovet'i'a'n
sovetio	sovet'i'o
sovetion	sovet'i'o'n
sovetianoj	sovet'i'an'o'j
sovetianojn	sovet'i'an'o'j'n
sovetinstancoj	sovet'instanc'o'j
sovetregistaro	sovet'reg'ist'ar'o
sovetrespubliko	sovet'respublik'o
sovetrusio	sovet'rusi'o
sovetunia	sovet'uni'a
sovetuniaj	sovet'uni'a'j
sovetunio	sovet'uni'o
sovetunion	sovet'uni'o'n
sozio	sozi'o
spaca	spac'a
spacaj	spac'a'j
spacajn	spac'a'j'n
spacan	spac'a'n
space	spac'e
spaco	spac'o
spacoj	spac'o'j
spacojn	spac'o'j'n
spacon	spac'o'n
spacagentejo	spac'agent'ej'o
spacbazita	spac'baz'it'a
spaceto	spac'et'o
spacetoj	spac'et'o'j
spacetojn	spac'et'o'j'n
spaceton	spac'et'o'n
spacigita	spac'ig'it'a
spacigitaj	spac'ig'it'a'j
spacigitajn	spac'ig'it'a'j'n
spacmisioj	spac'misi'o'j
spacomanko	spac'o'mank'o
spacoŝipo	spac'o'ŝip'o
spacotempo	spac'o'temp'o
spacprogramo	spac'program'o
spacprogramoj	spac'program'o'j
spacpromenado	spac'promen'ad'o
spacstacio	spac'staci'o
spacŝipo	spac'ŝip'o
spactempo	spac'temp'o
spacveturilo	spac'vetur'il'o
spacveturiloj	spac'vetur'il'o'j
spacvojaĝo	spac'vojaĝ'o
spacvojaĝoj	spac'vojaĝ'o'j
spacvojaĝojn	spac'vojaĝ'o'j'n
spacvojaĝon	spac'vojaĝ'o'n
spaciala	spacial'a
spado	spad'o
spadoj	spad'o'j
spadon	spad'o'n
spageto	spaget'o
spagetoj	spaget'o'j
spagetojn	spaget'o'j'n
spajro	spajr'o
spajroj	spajr'o'j
spamo	spam'o
spamon	spam'o'n
spamisto	spam'ist'o
spamistoj	spam'ist'o'j
spano	span'o
spanoj	span'o'j
spanielo	spaniel'o
spanieloj	spaniel'o'j
sparka	spark'a
sparko	spark'o
sparkoj	spark'o'j
sparkojn	spark'o'j'n
sparkon	spark'o'n
sparkilo	spark'il'o
sparkiloj	spark'il'o'j
spartana	spart'an'a
spartanaj	spart'an'a'j
spartanan	spart'an'a'n
spartano	spart'an'o
spartanoj	spart'an'o'j
spartanojn	spart'an'o'j'n
spartanino	spart'an'in'o
spasma	spasm'a
spasmaj	spasm'a'j
spasme	spasm'e
spasmo	spasm'o
spasmoj	spasm'o'j
spato	spat'o
speca	spec'a
speco	spec'o
specoj	spec'o'j
specojn	spec'o'j'n
specon	spec'o'n
speciĝo	spec'iĝ'o
specia	speci'a
speciaj	speci'a'j
specio	speci'o
specioj	speci'o'j
speciojn	speci'o'j'n
specion	speci'o'n
speciigo	speci'ig'o
speciodiverseco	speci'o'divers'ec'o
specioriĉa	speci'o'riĉ'a
specioriĉeco	speci'o'riĉ'ec'o
speciospecifa	speci'o'specif'a
speciala	special'a
specialaj	special'a'j
specialajn	special'a'j'n
specialan	special'a'n
speciale	special'e
specialadaptita	special'adapt'it'a
specialadaptitaj	special'adapt'it'a'j
specialadaptitajn	special'adapt'it'a'j'n
specialadaptitan	special'adapt'it'a'n
specialaĵo	special'aĵ'o
specialaĵoj	special'aĵ'o'j
specialaĵojn	special'aĵ'o'j'n
specialaĵon	special'aĵ'o'n
specialeca	special'ec'a
specialecaj	special'ec'a'j
specialecajn	special'ec'a'j'n
specialecan	special'ec'a'n
specialeco	special'ec'o
specialecon	special'ec'o'n
specialefektoj	special'efekt'o'j
specialefektojn	special'efekt'o'j'n
specialeldono	special'el'don'o
specialigas	special'ig'as
specialigi	special'ig'i
specialigis	special'ig'is
specialigo	special'ig'o
specialigante	special'ig'ant'e
specialigita	special'ig'it'a
specialigitaj	special'ig'it'a'j
specialigitajn	special'ig'it'a'j'n
specialigitan	special'ig'it'a'n
specialiĝas	special'iĝ'as
specialiĝi	special'iĝ'i
specialiĝis	special'iĝ'is
specialiĝo	special'iĝ'o
specialiĝoj	special'iĝ'o'j
specialiĝon	special'iĝ'o'n
specialiĝanta	special'iĝ'ant'a
specialiĝantaj	special'iĝ'ant'a'j
specialiĝante	special'iĝ'ant'e
specialiĝinta	special'iĝ'int'a
specialiĝintaj	special'iĝ'int'a'j
specialiĝintajn	special'iĝ'int'a'j'n
specialiĝintan	special'iĝ'int'a'n
specialintereso	special'interes'o
specialinteresoj	special'interes'o'j
specialista	special'ist'a
specialistaj	special'ist'a'j
specialisto	special'ist'o
specialistoj	special'ist'o'j
specialistojn	special'ist'o'j'n
specialiston	special'ist'o'n
specializita	special'iz'it'a
specializitaj	special'iz'it'a'j
specialpermeso	special'permes'o
specialpermeson	special'permes'o'n
specialtrupo	special'trup'o
specifa	specif'a
specifaj	specif'a'j
specifajn	specif'a'j'n
specifan	specif'a'n
specifas	specif'as
specife	specif'e
specifi	specif'i
specifis	specif'is
specifo	specif'o
specifoj	specif'o'j
specifojn	specif'o'j'n
specifon	specif'o'n
specifaĵo	specif'aĵ'o
specifaĵoj	specif'aĵ'o'j
specifaĵojn	specif'aĵ'o'j'n
specifeco	specif'ec'o
specifecon	specif'ec'o'n
specifita	specif'it'a
specifika	specifik'a
specimena	specimen'a
specimeno	specimen'o
specimenoj	specimen'o'j
specimenojn	specimen'o'j'n
specimenon	specimen'o'n
specimenigo	specimen'ig'o
spegula	spegul'a
spegulaj	spegul'a'j
spegulan	spegul'a'n
spegulas	spegul'as
spegule	spegul'e
speguli	spegul'i
spegulis	spegul'is
spegulo	spegul'o
speguloj	spegul'o'j
spegulojn	spegul'o'j'n
spegulon	spegul'o'n
spegulos	spegul'os
spegulu	spegul'u
spegulado	spegul'ad'o
spegulanta	spegul'ant'a
spegulantaj	spegul'ant'a'j
spegulante	spegul'ant'e
spegulata	spegul'at'a
spegulbildo	spegul'bild'o
speguleto	spegul'et'o
speguliĝas	spegul'iĝ'as
speguliĝis	spegul'iĝ'is
spegulita	spegul'it'a
spegulitaj	spegul'it'a'j
spegulneŭronoj	spegul'neŭr'on'o'j
spektas	spekt'as
spekti	spekt'i
spektis	spekt'is
spekto	spekt'o
spektos	spekt'os
spektu	spekt'u
spektado	spekt'ad'o
spektadon	spekt'ad'o'n
spektaĵo	spekt'aĵ'o
spektaĵon	spekt'aĵ'o'n
spektanta	spekt'ant'a
spektantaj	spekt'ant'a'j
spektante	spekt'ant'e
spektanto	spekt'ant'o
spektantoj	spekt'ant'o'j
spektantojn	spekt'ant'o'j'n
spektanton	spekt'ant'o'n
spektantaro	spekt'ant'ar'o
spektantaroj	spekt'ant'ar'o'j
spektantarojn	spekt'ant'ar'o'j'n
spektantaron	spekt'ant'ar'o'n
spektebla	spekt'ebl'a
spekteblaj	spekt'ebl'a'j
spekteblas	spekt'ebl'as
spektejo	spekt'ej'o
spektinda	spekt'ind'a
spektita	spekt'it'a
spektitaj	spekt'it'a'j
spektakla	spektakl'a
spektaklaj	spektakl'a'j
spektaklajn	spektakl'a'j'n
spektaklan	spektakl'a'n
spektakle	spektakl'e
spektaklo	spektakl'o
spektakloj	spektakl'o'j
spektaklojn	spektakl'o'j'n
spektaklon	spektakl'o'n
spektaklejo	spektakl'ej'o
spektakloarto	spektakl'o'art'o
spektra	spektr'a
spektraj	spektr'a'j
spektrajn	spektr'a'j'n
spektran	spektr'a'n
spektre	spektr'e
spektro	spektr'o
spektroj	spektr'o'j
spektrojn	spektr'o'j'n
spektron	spektr'o'n
spektromalsanoj	spektr'o'mal'san'o'j
spektrometro	spektr'o'metr'o
spektroskopaj	spektr'o'skop'a'j
spektroskopio	spektr'o'skop'i'o
spektroskopion	spektr'o'skop'i'o'n
spekuli	spekul'i
spekulado	spekul'ad'o
spekulantoj	spekul'ant'o'j
spekulistoj	spekul'ist'o'j
spekulacio	spekulaci'o
spekulacioj	spekulaci'o'j
spekulativa	spekulativ'a
spekulativado	spekulativ'ad'o
spermo	sperm'o
spermoj	sperm'o'j
spermon	sperm'o'n
spermobanko	sperm'o'bank'o
spermobankoj	sperm'o'bank'o'j
spermoĉeloj	sperm'o'ĉel'o'j
spermatozoo	spermatozo'o
spermatozooj	spermatozo'o'j
sperta	spert'a
spertaj	spert'a'j
spertajn	spert'a'j'n
spertan	spert'a'n
spertas	spert'as
sperte	spert'e
sperti	spert'i
spertis	spert'is
sperto	spert'o
spertoj	spert'o'j
spertojn	spert'o'j'n
sperton	spert'o'n
spertos	spert'os
spertu	spert'u
spertus	spert'us
spertado	spert'ad'o
spertanta	spert'ant'a
spertantaj	spert'ant'a'j
spertante	spert'ant'e
spertanto	spert'ant'o
spertata	spert'at'a
spertebla	spert'ebl'a
sperteca	spert'ec'a
sperteco	spert'ec'o
spertecon	spert'ec'o'n
spertiĝi	spert'iĝ'i
spertiĝis	spert'iĝ'is
spertinta	spert'int'a
spertintaj	spert'int'a'j
spertinte	spert'int'e
spertita	spert'it'a
spertitaj	spert'it'a'j
spertitan	spert'it'a'n
spertula	spert'ul'a
spertulo	spert'ul'o
spertuloj	spert'ul'o'j
spertulojn	spert'ul'o'j'n
spertulon	spert'ul'o'n
speso	spes'o
spesoj	spes'o'j
speson	spes'o'n
spesmilo	spes'mil'o
spezo	spez'o
spezon	spez'o'n
spezfluo	spez'flu'o
spezfluoj	spez'flu'o'j
spezkalkula	spez'kalkul'a
spica	spic'a
spicaj	spic'a'j
spican	spic'a'n
spicas	spic'as
spici	spic'i
spicis	spic'is
spico	spic'o
spicoj	spic'o'j
spicojn	spic'o'j'n
spicon	spic'o'n
spicado	spic'ad'o
spicaĵo	spic'aĵ'o
spicaĵoj	spic'aĵ'o'j
spicaĵojn	spic'aĵ'o'j'n
spicherboj	spic'herb'o'j
spicita	spic'it'a
spicitaj	spic'it'a'j
spicitan	spic'it'a'n
spickomerco	spic'komerc'o
spickuko	spic'kuk'o
spiko	spik'o
spikoj	spik'o'j
spikojn	spik'o'j'n
spiketoj	spik'et'o'j
spina	spin'a
spinaj	spin'a'j
spino	spin'o
spinoj	spin'o'j
spinojn	spin'o'j'n
spinon	spin'o'n
spinaco	spinac'o
spinacon	spinac'o'n
spindelo	spindel'o
spindeloj	spindel'o'j
spinoroj	spinor'o'j
spinoza	spinoz'a
spinozo	spinoz'o
spiona	spion'a
spionas	spion'as
spioni	spion'i
spionis	spion'is
spiono	spion'o
spionoj	spion'o'j
spionojn	spion'o'j'n
spionon	spion'o'n
spionado	spion'ad'o
spionadon	spion'ad'o'n
spionino	spion'in'o
spionservo	spion'serv'o
spionservoj	spion'serv'o'j
spionvaro	spion'var'o
spira	spir'a
spiraj	spir'a'j
spirajn	spir'a'j'n
spiran	spir'a'n
spiras	spir'as
spiri	spir'i
spiris	spir'is
spiro	spir'o
spiroj	spir'o'j
spiron	spir'o'n
spiros	spir'os
spiru	spir'u
spiradis	spir'ad'is
spirado	spir'ad'o
spiradon	spir'ad'o'n
spiranta	spir'ant'a
spirantaj	spir'ant'a'j
spirantan	spir'ant'a'n
spirante	spir'ant'e
spirebla	spir'ebl'a
spiregis	spir'eg'is
spiregante	spir'eg'ant'e
spirmanka	spir'mank'a
spirmanko	spir'mank'o
spirotruoj	spir'o'tru'o'j
spirorganoj	spir'organ'o'j
spirsistemo	spir'sistem'o
spirala	spiral'a
spiralaj	spiral'a'j
spiralan	spiral'a'n
spirale	spiral'e
spiralo	spiral'o
spiraloj	spiral'o'j
spiralon	spiral'o'n
spirita	spirit'a
spiritaj	spirit'a'j
spiritajn	spirit'a'j'n
spiritan	spirit'a'n
spirite	spirit'e
spirito	spirit'o
spiritoj	spirit'o'j
spiritojn	spirit'o'j'n
spiriton	spirit'o'n
spiriteca	spirit'ec'a
spiriteco	spirit'ec'o
spiritecon	spirit'ec'o'n
spiritisma	spirit'ism'a
spiritismaj	spirit'ism'a'j
spiritismo	spirit'ism'o
spiritismon	spirit'ism'o'n
spiritisto	spirit'ist'o
spiritistoj	spirit'ist'o'j
spiritmondo	spirit'mond'o
spiritostato	spirit'o'stat'o
spiritstato	spirit'stat'o
spiritualo	spiritual'o
spiritualeco	spiritual'ec'o
spiritualismo	spiritual'ism'o
spita	spit'a
spitas	spit'as
spite	spit'e
spiti	spit'i
spitis	spit'is
spito	spit'o
spitu	spit'u
spitado	spit'ad'o
spitante	spit'ant'e
spitema	spit'em'a
spiteme	spit'em'e
spitemo	spit'em'o
spleno	splen'o
splenda	splend'a
splendo	splend'o
splito	split'o
splitoj	split'o'j
splitojn	split'o'j'n
spliton	split'o'n
splitiĝis	split'iĝ'is
spoko	spok'o
spokoj	spok'o'j
spondeo	sponde'o
sponga	spong'a
spongo	spong'o
spongoj	spong'o'j
spongon	spong'o'n
spongeca	spong'ec'a
spongecaj	spong'ec'a'j
sponguloj	spong'ul'o'j
sponsoras	sponsor'as
sponsori	sponsor'i
sponsoris	sponsor'is
sponsoro	sponsor'o
sponsoroj	sponsor'o'j
sponsorojn	sponsor'o'j'n
sponsoron	sponsor'o'n
sponsorado	sponsor'ad'o
sponsoradon	sponsor'ad'o'n
sponsorita	sponsor'it'a
sponsoritaj	sponsor'it'a'j
spontana	spontan'a
spontanaj	spontan'a'j
spontanan	spontan'a'n
spontane	spontan'e
spontaneco	spontan'ec'o
spontanecon	spontan'ec'o'n
spontanea	spontane'a
spontaneaj	spontane'a'j
spontanean	spontane'a'n
spontanee	spontane'e
sporo	spor'o
sporoj	spor'o'j
sporojn	spor'o'j'n
sporada	sporad'a
sporadaj	sporad'a'j
sporadajn	sporad'a'j'n
sporade	sporad'e
sporangio	sporangi'o
sporangioj	sporangi'o'j
sporta	sport'a
sportaj	sport'a'j
sportajn	sport'a'j'n
sportan	sport'a'n
sportas	sport'as
sporte	sport'e
sporti	sport'i
sportis	sport'is
sporto	sport'o
sportoj	sport'o'j
sportojn	sport'o'j'n
sporton	sport'o'n
sportado	sport'ad'o
sportadon	sport'ad'o'n
sportaŭto	sport'aŭt'o
sportaŭtoj	sport'aŭt'o'j
sportaŭton	sport'aŭt'o'n
sportejo	sport'ej'o
sportejoj	sport'ej'o'j
sportejojn	sport'ej'o'j'n
sportejon	sport'ej'o'n
sportema	sport'em'a
sportemuloj	sport'em'ul'o'j
sportevento	sport'event'o
sporteventoj	sport'event'o'j
sporteventojn	sport'event'o'j'n
sporthalo	sport'hal'o
sporthaloj	sport'hal'o'j
sportinstalaĵo	sport'instal'aĵ'o
sportinstalaĵoj	sport'instal'aĵ'o'j
sportinstalaĵojn	sport'instal'aĵ'o'j'n
sportista	sport'ist'a
sportisto	sport'ist'o
sportistoj	sport'ist'o'j
sportistojn	sport'ist'o'j'n
sportistino	sport'ist'in'o
sportistinoj	sport'ist'in'o'j
sportkamionetoj	sport'kamion'et'o'j
sportkunveno	sport'kun'ven'o
sportkunvenon	sport'kun'ven'o'n
sportludoj	sport'lud'o'j
sportteamoj	sport'team'o'j
sportulo	sport'ul'o
sportuloj	sport'ul'o'j
sportumi	sport'um'i
sprita	sprit'a
spritaj	sprit'a'j
spritajn	sprit'a'j'n
spritan	sprit'a'n
sprite	sprit'e
sprito	sprit'o
spriton	sprit'o'n
spritaĵo	sprit'aĵ'o
spritaĵoj	sprit'aĵ'o'j
spritaĵojn	sprit'aĵ'o'j'n
spriteco	sprit'ec'o
spritecon	sprit'ec'o'n
spritulo	sprit'ul'o
spronas	spron'as
sproni	spron'i
spronis	spron'is
sprono	spron'o
spronoj	spron'o'j
spronojn	spron'o'j'n
spronon	spron'o'n
spronburgo	spron'burg'o
spronita	spron'it'a
spura	spur'a
spuraj	spur'a'j
spuras	spur'as
spuri	spur'i
spuris	spur'is
spuro	spur'o
spuroj	spur'o'j
spurojn	spur'o'j'n
spuron	spur'o'n
spurado	spur'ad'o
spuradon	spur'ad'o'n
spuranta	spur'ant'a
spurantan	spur'ant'a'n
spurante	spur'ant'e
spurebla	spur'ebl'a
spureblaj	spur'ebl'a'j
spurebleco	spur'ebl'ec'o
spurilo	spur'il'o
spuristo	spur'ist'o
spuristoj	spur'ist'o'j
spurita	spur'it'a
spuritaj	spur'it'a'j
spurkvantoj	spur'kvant'o'j
sputis	sput'is
sputniko	sputnik'o
sputnikoj	sputnik'o'j
srilanka	srilank'a
srilankaj	srilank'a'j
srilanko	srilank'o
srilankon	srilank'o'n
stabo	stab'o
staboj	stab'o'j
stabon	stab'o'n
stabanoj	stab'an'o'j
stabanaro	stab'an'ar'o
stabejo	stab'ej'o
stabestro	stab'estr'o
stabestraro	stab'estr'ar'o
stabila	stabil'a
stabilaj	stabil'a'j
stabilajn	stabil'a'j'n
stabilan	stabil'a'n
stabilas	stabil'as
stabile	stabil'e
stabileco	stabil'ec'o
stabilecon	stabil'ec'o'n
stabiliga	stabil'ig'a
stabiligas	stabil'ig'as
stabiligi	stabil'ig'i
stabiligis	stabil'ig'is
stabiligo	stabil'ig'o
stabiligon	stabil'ig'o'n
stabiligado	stabil'ig'ad'o
stabiligante	stabil'ig'ant'e
stabiliganto	stabil'ig'ant'o
stabiligilo	stabil'ig'il'o
stabiligita	stabil'ig'it'a
stabiligitaj	stabil'ig'it'a'j
stabiliĝas	stabil'iĝ'as
stabiliĝis	stabil'iĝ'is
stabiliĝo	stabil'iĝ'o
stablo	stabl'o
stabloj	stabl'o'j
stablon	stabl'o'n
stacia	staci'a
stacio	staci'o
stacioj	staci'o'j
staciojn	staci'o'j'n
stacion	staci'o'n
stacidoma	staci'dom'a
stacidomo	staci'dom'o
stacidomoj	staci'dom'o'j
stacidomojn	staci'dom'o'j'n
stacidomon	staci'dom'o'n
staciestro	staci'estr'o
stadio	stadi'o
stadioj	stadi'o'j
stadiojn	stadi'o'j'n
stadion	stadi'o'n
stadiono	stadion'o
stadionoj	stadion'o'j
stadionojn	stadion'o'j'n
stadionon	stadion'o'n
stafeto	stafet'o
stafetado	stafet'ad'o
stafetadon	stafet'ad'o'n
stafetkurado	stafet'kur'ad'o
stafetkuradon	stafet'kur'ad'o'n
stagna	stagn'a
stagnaj	stagn'a'j
stagnas	stagn'as
stagnis	stagn'is
stagno	stagn'o
stagnon	stagn'o'n
stagnado	stagn'ad'o
stagnadon	stagn'ad'o'n
stagnanta	stagn'ant'a
staĝo	staĝ'o
staĝoj	staĝ'o'j
staĝojn	staĝ'o'j'n
staĝon	staĝ'o'n
staĝantoj	staĝ'ant'o'j
stako	stak'o
stakoj	stak'o'j
stakojn	stak'o'j'n
stakon	stak'o'n
stakigi	stak'ig'i
stakigis	stak'ig'is
stakigita	stak'ig'it'a
stakigitaj	stak'ig'it'a'j
stakato	stakat'o
stalo	stal'o
staloj	stal'o'j
stalojn	stal'o'j'n
stalon	stal'o'n
stalsterko	stal'sterk'o
stalsterkon	stal'sterk'o'n
stalagmitoj	stalagmit'o'j
stalaktitoj	stalaktit'o'j
stalina	stalin'a
stalino	stalin'o
stalinon	stalin'o'n
stalinisma	stalin'ism'a
stalinismo	stalin'ism'o
stalinistoj	stalin'ist'o'j
stalingrado	stalingrad'o
stalono	stalon'o
stamenoj	stamen'o'j
stamenojn	stamen'o'j'n
stamfas	stamf'as
stamfis	stamf'is
stamfado	stamf'ad'o
stampa	stamp'a
stampas	stamp'as
stampi	stamp'i
stampis	stamp'is
stampo	stamp'o
stampoj	stamp'o'j
stampon	stamp'o'n
stampado	stamp'ad'o
stampilo	stamp'il'o
stampiloj	stamp'il'o'j
stampilon	stamp'il'o'n
stampita	stamp'it'a
stampitaj	stamp'it'a'j
stana	stan'a
stanaj	stan'a'j
stanajn	stan'a'j'n
stanan	stan'a'n
stane	stan'e
stano	stan'o
stanon	stan'o'n
stanisto	stan'ist'o
stansoldato	stan'soldat'o
stanulo	stan'ul'o
stando	stand'o
standoj	stand'o'j
standojn	stand'o'j'n
standon	stand'o'n
standarda	standard'a
standardo	standard'o
standardoj	standard'o'j
standardojn	standard'o'j'n
standardon	standard'o'n
stanforda	stanford'a
stanfordo	stanford'o
stango	stang'o
stangoj	stang'o'j
stangojn	stang'o'j'n
stangon	stang'o'n
stangeto	stang'et'o
stangetoj	stang'et'o'j
stangetojn	stang'et'o'j'n
stangeton	stang'et'o'n
stanislava	stanislav'a
stanislavo	stanislav'o
staplo	stapl'o
staploj	stapl'o'j
staplado	stapl'ad'o
staplitaj	stapl'it'a'j
stara	star'a
staraj	star'a'j
staras	star'as
stare	star'e
stari	star'i
staris	star'is
staro	star'o
staros	star'os
staru	star'u
starus	star'us
staradi	star'ad'i
staradis	star'ad'is
starado	star'ad'o
staranta	star'ant'a
starantaj	star'ant'a'j
starantajn	star'ant'a'j'n
starantan	star'ant'a'n
starante	star'ant'e
starejo	star'ej'o
starigas	star'ig'as
starigi	star'ig'i
starigis	star'ig'is
starigo	star'ig'o
starigoj	star'ig'o'j
starigon	star'ig'o'n
starigos	star'ig'os
starigu	star'ig'u
starigus	star'ig'us
starigado	star'ig'ad'o
starigante	star'ig'ant'e
starigata	star'ig'at'a
starigataj	star'ig'at'a'j
stariginta	star'ig'int'a
stariginte	star'ig'int'e
starigita	star'ig'it'a
starigitaj	star'ig'it'a'j
starigitajn	star'ig'it'a'j'n
starigitan	star'ig'it'a'n
starigite	star'ig'it'e
starigitis	star'ig'it'is
starigota	star'ig'ot'a
stariĝas	star'iĝ'as
stariĝi	star'iĝ'i
stariĝis	star'iĝ'is
stariĝo	star'iĝ'o
stariĝos	star'iĝ'os
stariĝu	star'iĝ'u
stariĝante	star'iĝ'ant'e
starinta	star'int'a
starintaj	star'int'a'j
starloko	star'lok'o
starpunkto	star'punkt'o
starpunktoj	star'punkt'o'j
starpunktojn	star'punkt'o'j'n
starpunkton	star'punkt'o'n
starta	start'a
startas	start'as
starti	start'i
startis	start'is
starto	start'o
starton	start'o'n
startos	start'os
startu	start'u
startante	start'ant'e
startigas	start'ig'as
startigi	start'ig'i
startigis	start'ig'is
startigo	start'ig'o
startigu	start'ig'u
startigilo	start'ig'il'o
startita	start'it'a
startleno	start'len'o
startlenoj	start'len'o'j
startlenojn	start'len'o'j'n
startlenon	start'len'o'n
startpunkto	start'punkt'o
stata	stat'a
stataj	stat'a'j
statas	stat'as
state	stat'e
statis	stat'is
stato	stat'o
statoj	stat'o'j
statojn	stat'o'j'n
staton	stat'o'n
statu	stat'u
status	stat'us
statika	statik'a
statikaj	statik'a'j
statike	statik'e
statiko	statik'o
statisto	statist'o
statistoj	statist'o'j
statistika	statistik'a
statistikaj	statistik'a'j
statistikajn	statistik'a'j'n
statistikan	statistik'a'n
statistike	statistik'e
statistiko	statistik'o
statistikoj	statistik'o'j
statistikojn	statistik'o'j'n
statistikon	statistik'o'n
statistikisto	statistik'ist'o
statistikistoj	statistik'ist'o'j
stative	stativ'e
stativo	stativ'o
statoro	stator'o
statuo	statu'o
statuoj	statu'o'j
statuojn	statu'o'j'n
statuon	statu'o'n
statuaro	statu'ar'o
statueto	statu'et'o
statuetoj	statu'et'o'j
statuetojn	statu'et'o'j'n
statueton	statu'et'o'n
staturo	statur'o
staturoj	statur'o'j
staturon	statur'o'n
statusa	status'a
statuso	status'o
statusoj	status'o'j
statuson	status'o'n
statuta	statut'a
statutaj	statut'a'j
statute	statut'e
statuto	statut'o
statutoj	statut'o'j
statutojn	statut'o'j'n
statuton	statut'o'n
staŭda	staŭd'a
staŭdoj	staŭd'o'j
stebi	steb'i
stebado	steb'ad'o
stebkovrilo	steb'kovr'il'o
stebkovriloj	steb'kovr'il'o'j
stefano	stefan'o
stefanon	stefan'o'n
stegi	steg'i
stego	steg'o
stegita	steg'it'a
stela	stel'a
stelaj	stel'a'j
stelajn	stel'a'j'n
stelan	stel'a'n
stele	stel'e
stelo	stel'o
steloj	stel'o'j
stelojn	stel'o'j'n
stelon	stel'o'n
stelamaso	stel'amas'o
stelamasoj	stel'amas'o'j
stelaro	stel'ar'o
stelaroj	stel'ar'o'j
steleto	stel'et'o
steletoj	stel'et'o'j
steleton	stel'et'o'n
stelfloto	stel'flot'o
stelformaj	stel'form'a'j
stelformacio	stel'formaci'o
stellumo	stel'lum'o
stelmilito	stel'milit'o
stelnavigado	stel'navig'ad'o
stelplena	stel'plen'a
stelpolvo	stel'polv'o
stelsistemo	stel'sistem'o
stelsistemoj	stel'sistem'o'j
stelŝipo	stel'ŝip'o
stelŝipoj	stel'ŝip'o'j
stelŝipon	stel'ŝip'o'n
stelŝipanoj	stel'ŝip'an'o'j
stelŝiparo	stel'ŝip'ar'o
stelulo	stel'ul'o
steluloj	stel'ul'o'j
stelulino	stel'ul'in'o
steleo	stele'o
steleoj	stele'o'j
stenografi	stenograf'i
stenografo	stenograf'o
stenografia	stenograf'i'a
stenografio	stenograf'i'o
stenografion	stenograf'i'o'n
stenozo	stenoz'o
stepa	step'a
stepaj	step'a'j
stepan	step'a'n
stepo	step'o
stepoj	step'o'j
stepojn	step'o'j'n
stepon	step'o'n
stereoskopa	stereo'skop'a
stereoskopan	stereo'skop'a'n
stereotipa	stereotip'a
stereotipaj	stereotip'a'j
stereotipajn	stereotip'a'j'n
stereotipan	stereotip'a'n
stereotipi	stereotip'i
stereotipo	stereotip'o
stereotipoj	stereotip'o'j
stereotipojn	stereotip'o'j'n
stereotipon	stereotip'o'n
sterila	steril'a
sterilaj	steril'a'j
sterilajn	steril'a'j'n
sterileco	steril'ec'o
steriligi	steril'ig'i
steriligo	steril'ig'o
steriligon	steril'ig'o'n
steriligita	steril'ig'it'a
steriligitaj	steril'ig'it'a'j
sterkas	sterk'as
sterki	sterk'i
sterko	sterk'o
sterkoj	sterk'o'j
sterkojn	sterk'o'j'n
sterkon	sterk'o'n
sterkado	sterk'ad'o
sterkaĵo	sterk'aĵ'o
sterkaĵoj	sterk'aĵ'o'j
sterkejo	sterk'ej'o
sterkita	sterk'it'a
sterkitaj	sterk'it'a'j
sterna	stern'a
sternas	stern'as
sterne	stern'e
sterni	stern'i
sternis	stern'is
sternaĵo	stern'aĵ'o
sterniĝas	stern'iĝ'as
sterniĝis	stern'iĝ'is
sternita	stern'it'a
sternitaj	stern'it'a'j
sternumo	sternum'o
stevardo	stevard'o
stevardoj	stevard'o'j
stevardino	stevard'in'o
steveno	steven'o
stifto	stift'o
stiftoj	stift'o'j
stiftojn	stift'o'j'n
stifton	stift'o'n
stigmo	stigm'o
stigmoj	stigm'o'j
stigmato	stigmat'o
stigmatoj	stigmat'o'j
stigmaton	stigmat'o'n
stila	stil'a
stilaj	stil'a'j
stilajn	stil'a'j'n
stilan	stil'a'n
stile	stil'e
stilo	stil'o
stiloj	stil'o'j
stilojn	stil'o'j'n
stilon	stil'o'n
stileto	stil'et'o
stilfolio	stil'foli'o
stiligita	stil'ig'it'a
stiligitaj	stil'ig'it'a'j
stiligitajn	stil'ig'it'a'j'n
stiligitan	stil'ig'it'a'n
stilisto	stil'ist'o
stilistoj	stil'ist'o'j
stilistiko	stil'ist'ik'o
stilita	stil'it'a
stilitaj	stil'it'a'j
stileto	stilet'o
stilzoj	stilz'o'j
stimula	stimul'a
stimulaj	stimul'a'j
stimulajn	stimul'a'j'n
stimulan	stimul'a'n
stimulas	stimul'as
stimule	stimul'e
stimuli	stimul'i
stimulis	stimul'is
stimulo	stimul'o
stimuloj	stimul'o'j
